t	t'
tournoyer	tournoierons
tournoyer	tournoierions
tournoyer	tournoies
tournoyer	tournoieront
tournoyer	tournoya
tournoyer	tournoyaient
tournoyer	tournoyait
tournoyer	tournoyâmes
tournoyer	tournoyant
tournoyer	tournoyas
tournoyer	tournoyasse
tournoyer	tournoyassent
tournoyer	tournoyasses
tournoyer	tournoyassiez
tournoyer	tournoyassions
tournoyer	tournoyât
tournoyer	tournoyâtes
tournoyer	tournoyé
tournoyer	tournoyais
tournoyer	tournoyèrent
tournoyer	tournoyez
tournoyer	tournoyions
tournure	tournures
tournoyer	tournoyai
tournoyer	tournoyons
tournoyer	tournoyiez
tour-opérateur	tours-opérateurs
tourteau	tourteaux
touron	tourons
tourtereau	tourterelle
tourte	tourtes
tourtereau	tourterelles
tourterelle	tourterelles
tourtière	tourtières
tourtereau	tourtereaux
tousser	toussaient
tousser	toussai
tousser	toussais
tousser	toussâmes
tousser	toussant
tousser	toussa
tousser	toussait
tousser	toussassent
tousser	toussas
tousser	toussasse
tousser	toussassiez
tousser	toussât
tousser	toussasses
tousser	toussassions
tousser	toussé
tousser	toussâtes
tousser	tousse
tousser	toussent
tousser	tousserai
tousser	toussera
tousser	tousseraient
tousser	tousserais
tousser	toussèrent
tousser	tousseras
tousser	tousserez
tousser	tousseriez
tousser	tousserions
tousser	tousserons
tousser	tousseront
tousser	toussez
tousser	tousserait
tousser	tousses
tousser	toussiez
tousser	toussions
tousseur	tousseurs
toussotement	toussotements
toussoter	toussotai
toussoter	toussotaient
toussoter	toussotait
toussoter	toussotant
toussoter	toussote
toussoter	toussoté
toussoter	toussotent
tousser	toussons
toussoter	toussota
tout	toute
toussoter	toussotiez
tout	tous
tout	touts
toutou	toutous
tout-petit	tout-petits
tout	toutes
tout-puissant	toutes-puissantes
tout-puissant	tout-puissants
tout-terrain	tout-terrains
township	townships
toxicité	toxicités
tout-puissant	toute-puissante
toute	toutes
toxico	toxicos
toxicologique	toxicologiques
toxicomane	toxicomanes
toxicologue	toxicologues
toxicomaniaque	toxicomaniaques
toxine	toxines
toxicomanie	toxicomanies
toxique	toxiques
toxicologie	toxicologies
traban	trabans
traboule	traboules
traçant	traçantes
traçant	traçante
tracasser	tracassai
tracasser	tracassa
tracasser	tracassaient
tracasser	tracassait
tracasser	tracassâmes
tracasser	tracassant
tracasser	tracassais
tracasser	tracassasse
tracasser	tracassassent
tracasser	tracassasses
tracasser	tracassassiez
tracasser	tracassassions
tracasser	tracassât
tracasser	tracassâtes
tracasser	tracasse
tracasser	tracassas
tracasser	tracassée
tracasser	tracassées
tracasser	tracassé
tracasser	tracassent
tracasser	tracasserai
tracasser	tracasseraient
tracasser	tracasserais
tracasser	tracasserait
tracasser	tracasseras
tracasser	tracassera
tracasser	tracassèrent
trac	tracs
tracasser	tracasseriez
tracasser	tracasserions
tracasser	tracasseront
tracasser	tracasserons
tracasser	tracasses
tracasser	tracassés
tracasser	tracassiez
tracasser	tracasserez
tracasser	tracassons
tracasser	tracassions
tracasserie	tracasseries
tracassier	tracassières
tracassier	tracassière
tracassier	tracassiers
tracasser	tracassez
tracassin	tracassins
tracer	traça
tracé	tracés
tracer	traçaient
tracer	traçais
trace	traces
tracer	traçait
tracer	traçâmes
tracer	traças
tracer	traçant
tracer	traçasse
tracer	traçasses
tracer	traçassent
tracer	traçassions
tracer	traçassiez
tracer	traçâtes
tracer	traçai
tracer	traçât
tracer	tracée
tracer	tracées
tracer	tracent
tracer	tracera
tracer	tracerai
tracer	traceraient
tracer	trace
tracer	tracerais
tracer	tracé
tracer	tracerait
tracer	tracèrent
tracer	traceriez
tracer	tracerions
tracer	traceras
tracer	tracerons
tracer	tracerez
tracer	traceront
tracer	tracés
tracer	traces
tracer	traciez
tracer	tracions
traceur	traceurs
tracer	traçons
traceur	traceuse
traceur	traceuses
trachéal	trachéale
trachéal	trachéales
trachéal	trachéaux
trachée-artère	trachées-artères
tracer	tracez
trachome	trachomes
tractation	tractations
tracté	tractés
trachée	trachées
tracter	tractai
tracter	tractaient
tracter	tracta
tracter	tractais
tracter	tractait
tracter	tractâmes
tracter	tractant
tracter	tractasse
tracter	tractassent
tracter	tractasses
tracter	tractassiez
tracter	tractassions
tracter	tractât
tracter	tractâtes
tracter	tracte
tracter	tractas
tracter	tractée
tracter	tractées
tract	tracts
tracter	tractent
tracter	tracterai
tracter	tracteraient
tracter	tracté
tracter	tractera
tracter	tracteras
tracter	tracterait
tracter	tractèrent
tracter	tracterais
tracter	tracterions
tracter	tracterons
tracter	tracterez
tracter	tracteriez
tracter	tractés
tracter	tracteront
tracter	tractez
tracter	tractiez
tracter	tractions
tracteur	tracteurs
tractoriste	tractoristes
traction	tractions
tracter	tractes
tracter	tractons
trade-union	trade-unions
tradition	traditions
traditionaliste	traditionalistes
traditionalisme	traditionalismes
traditionnel	traditionnels
traditionnel	traditionnelle
traditionnel	traditionnelles
traducteur	traducteurs
traducteur	traductrice
traduction	traductions
traduire	traduirai
traduire	traduiraient
traduire	traduirais
traduire	traduirait
traduire	traduiras
traducteur	traductrices
traduire	traduiriez
traduire	traduira
traduire	traduirions
traduire	traduirons
traduire	traduis
traduire	traduiront
traduire	traduisaient
traduire	traduisait
traduire	traduirez
traduire	traduisant
traduire	traduise
traduire	traduisent
traduire	traduisez
traduire	traduisiez
traduire	traduisîmes
traduire	traduisions
traduire	traduisais
traduire	traduisirent
traduire	traduisisse
traduire	traduisis
traduire	traduisissent
traduire	traduises
traduire	traduisissiez
traduire	traduisissions
traduire	traduisît
traduire	traduisîtes
traduire	traduisons
traduire	traduit
traduire	traduisit
traduire	traduite
traduire	traduits
traduisible	traduisibles
trafic	trafics
traficoter	traficotaient
traficoter	traficotait
traficoter	traficote
traficoter	traficoté
traficoter	traficotes
traficoter	traficotez
traficoteur	traficoteurs
trafiquant	trafiquante
trafiquant	trafiquantes
trafiquant	trafiquants
trafiquer	trafiqua
traduire	traduisisses
trafiquer	trafiquaient
trafiquer	trafiquais
trafiquer	trafiquait
traduire	traduites
trafiquer	trafiquâmes
trafiquer	trafiquant
trafiquer	trafiquas
trafiquer	trafiquasse
trafiquer	trafiquassent
trafiquer	trafiquasses
trafiquer	trafiquassiez
trafiquer	trafiquassions
trafiquer	trafiquâtes
trafiquer	trafique
trafiquer	trafiquai
trafiquer	trafiquée
trafiquer	trafiquées
trafiquer	trafiqué
trafiquer	trafiquât
trafiquer	trafiquerai
trafiquer	trafiqueraient
trafiquer	trafiquerais
trafiquer	trafiquent
trafiquer	trafiquerait
trafiquer	trafiqueras
trafiquer	trafiquèrent
trafiquer	trafiqueriez
trafiquer	trafiquera
trafiquer	trafiquerions
trafiquer	trafiquerez
trafiquer	trafiqueront
trafiquer	trafiquerons
trafiquer	trafiquez
trafiquer	trafiqués
trafiquer	trafiquions
trafiquer	trafiques
trafiquer	trafiquons
tragédien	tragédienne
tragédien	tragédiennes
tragédie	tragédies
tragédien	tragédiens
tragicomédie	tragicomédies
tragi-comédie	tragi-comédies
tragique	tragiques
tragi-comique	tragi-comiques
trahi	trahies
trafiquer	trafiquiez
trahir	trahi
trahi	trahie
trahir	trahie
trahir	trahies
trahir	trahîmes
trahir	trahirai
trahi	trahis
trahir	trahira
trahir	trahirais
trahir	trahiras
trahir	trahirait
trahir	trahirez
trahir	trahiraient
trahir	trahirions
trahir	trahirons
trahir	trahiront
trahir	trahirent
trahir	trahissaient
trahir	trahiriez
trahir	trahissais
trahir	trahissait
trahir	trahisse
trahir	trahissant
trahir	trahis
trahir	trahissent
trahir	trahissiez
trahir	trahisses
trahir	trahissions
trahir	trahissons
trahir	trahissez
trahir	trahit
trahir	trahîtes
trahison	trahisons
traînailler	traînaillait
traînailler	traînaillant
train	trains
traînailler	traînaille
traînailler	traînaillons
traînant	traînante
traînailler	traînaillé
trahir	trahît
traînant	traînantes
traînard	traînardes
traînard	traînards
traînasser	traînassaient
traînasser	traînassais
traînasser	traînassait
traînant	traînants
traînasser	traînassant
traînasser	traînassé
traînard	traînarde
traînasser	traînasse
traînasser	traînassent
traînasser	traînassez
traînasser	traînasserai
traînasser	traînasses
traînasser	traînassons
traineaux	traîneaux
traînée	traînées
traîneau	traîneaux
traîne	traînes
traîner	traînai
traîner	traînaient
traîner	traîna
traîner	traînait
traîner	traînâmes
traîner	traînant
traîner	traînasse
traîner	traînassent
traîner	traînas
traîner	traînassions
traîner	traînais
traîner	traînassiez
traîner	traînât
traîner	traînâtes
traîner	traîné
traîner	traînasses
traîner	traînées
traîner	traîne
traîner	traînent
traîner	traînerai
traîner	traînera
traîner	traîneraient
traîner	traînerais
traîner	traîneras
traîner	traînerait
traîner	traînèrent
traîner	traînée
traîner	traînerez
traîner	traînerions
traîner	traîneront
traîner	traînes
traîner	traîneriez
traîner	traînerons
traîner	traîniez
traîner	traînés
traîner	traînions
traîne-savate	traîne-savates
traîneur	traîneurs
traîneur	traîneuses
traîneuse	traîneuses
train-ferry	train-ferries
trainglot	trainglots
training	trainings
traîner	traînez
traîner	traînons
traire	traie
traire	traient
traire	traies
traire	trairai
traire	trairaient
traire	traira
traire	trairait
traire	trairez
traire	trairais
traire	trairions
traire	trairons
traire	trairiez
traire	trais
traire	trairas
traire	traite
traire	trairont
traire	traits
traire	traites
traire	trayaient
traire	trayais
traire	trait
traire	trayant
traire	trayait
traire	trayions
traire	trayiez
traire	trayez
traire	trayons
trait	traits
trait	traites
traitable	traitables
traitant	traitants
traite	traites
traitant	traitante
traité	traitée
traité	traitées
traitement	traitements
traiter	traita
traité	traités
traiter	traitaient
traiter	traitai
traiter	traitais
traiter	traitâmes
traiter	traitant
trait	traite
traiter	traitait
traiter	traitasse
traiter	traitassent
traiter	traitas
traiter	traitassiez
traiter	traitassions
traiter	traitâtes
traiter	traitât
traiter	traitasses
traiter	traitée
traiter	traitées
traiter	traitent
traiter	traité
traiter	traiterai
traiter	traite
traiter	traiteraient
traiter	traiterait
traiter	traiterais
traiter	traitèrent
traiter	traiterez
traiter	traiteriez
traiter	traiteras
traiter	traiterions
traiter	traiterons
traiter	traites
traiter	traiteront
traiter	traitera
traiter	traitiez
traiter	traitez
traiter	traités
traiteur	traiteurs
traiter	traitons
traître	traîtres
traître	traîtresses
traiter	traitions
traître	traîtresse
trajectoire	trajectoires
traîtrise	traîtrises
traîtresse	traîtresses
tralala	tralalas
tram	trams
trajet	trajets
tramail	tramails
tramer	tramai
trame	trames
tramer	tramaient
tramer	tramait
tramer	tramâmes
tramer	tramais
tramer	tramas
tramer	tramant
tramer	tramassent
tramer	trama
tramer	tramasse
tramer	tramassiez
tramer	tramassions
tramer	tramâtes
tramer	tramasses
tramer	tramât
tramer	tramée
tramer	tramé
tramer	tramées
tramer	trament
tramer	trame
tramer	tramera
tramer	tramerai
tramer	tramerais
tramer	trameraient
tramer	tramèrent
tramer	tramerait
tramer	trameriez
tramer	tramerez
tramer	tramerions
tramer	tramerons
tramer	trameras
tramer	trameront
tramer	tramés
tramer	tramiez
tramer	tramions
tramer	tramons
traminot	traminots
tramer	trames
tramontane	tramontanes
tramer	tramez
tramway	tramways
tranchant	tranchante
tranchant	tranchantes
trampoline	trampolines
tranché	tranchée
tranchant	tranchants
tranché	tranchées
tranchée	tranchées
tranche	tranches
tranché	tranchés
tranchée-abri	tranchées-abris
tranchelard	tranchelards
trancher	trancha
trancher	tranchaient
trancher	tranchais
trancher	tranchait
trancher	tranchâmes
trancher	tranchas
trancher	tranchant
trancher	tranchasse
trancher	tranchassent
trancher	tranchasses
trancher	tranchassiez
trancher	tranchât
trancher	tranchassions
trancher	tranche
trancher	tranchâtes
trancher	tranchai
trancher	tranchée
trancher	tranchées
trancher	tranchera
trancher	tranchent
trancher	trancherai
trancher	trancherais
trancher	trancheraient
trancher	trancherait
trancher	tranchèrent
trancher	tranché
trancher	trancheras
trancher	trancherions
trancher	trancherons
trancher	trancheriez
trancher	tranches
trancher	trancherez
trancher	trancheront
trancher	tranchiez
trancher	tranchés
trancher	tranchions
tranchet	tranchets
trancher	tranchons
trancheur	trancheuse
tranquille	tranquilles
tranchoir	tranchoirs
tranquillisant	tranquillisante
tranquillisant	tranquillisantes
tranquilliser	tranquillisa
tranquillisant	tranquillisants
trancher	tranchez
tranquilliser	tranquillisai
tranquilliser	tranquillisais
tranquilliser	tranquillisaient
tranquilliser	tranquillisait
tranquilliser	tranquillisâmes
tranquilliser	tranquillisas
tranquilliser	tranquillisant
tranquilliser	tranquillisasses
tranquilliser	tranquillisassent
tranquilliser	tranquillisassions
tranquilliser	tranquillisât
tranquilliser	tranquillisasse
tranquilliser	tranquillisâtes
tranquilliser	tranquillisassiez
tranquilliser	tranquillisée
tranquilliser	tranquillisées
tranquilliser	tranquillisé
tranquilliser	tranquillisent
tranquilliser	tranquilliserai
tranquilliser	tranquilliseraient
tranquilliser	tranquilliserais
tranquilliser	tranquillise
tranquilliser	tranquillisera
tranquilliser	tranquilliseras
tranquilliser	tranquilliserait
tranquilliser	tranquillisèrent
tranquilliser	tranquilliseriez
tranquilliser	tranquilliserions
tranquilliser	tranquilliserons
tranquilliser	tranquillises
tranquilliser	tranquilliserez
tranquilliser	tranquilliseront
tranquilliser	tranquillisiez
tranquilliser	tranquillisez
tranquilliser	tranquillisés
tranquilliser	tranquillisions
tranquillité	tranquillités
transactionnel	transactionnelle
transactionnel	transactionnelles
tranquilliser	tranquillisons
transactionnel	transactionnels
transalpin	transalpines
transaction	transactions
transamazonien	transamazonienne
transalpin	transalpins
transaminase	transaminases
transatlantique	transatlantiques
transat	transats
transalpin	transalpine
transbahuter	transbahute
transbahuter	transbahutaient
transbahuter	transbahuté
transbahuter	transbahutant
transbahuter	transbahutée
transbahuter	transbahutent
transbordement	transbordements
transbahuter	transbahutez
transbahuter	transbahutés
transborder	transbordai
transborder	transbordaient
transborder	transbordait
transborder	transbordâmes
transborder	transbordant
transborder	transbordas
transborder	transbordais
transborder	transbordasse
transborder	transbordasses
transborder	transbordassent
transborder	transbordassions
transborder	transborda
transborder	transbordassiez
transborder	transbordât
transborder	transbordâtes
transborder	transbordé
transborder	transbordée
transborder	transbordées
transborder	transbordera
transborder	transborde
transborder	transbordent
transborder	transborderais
transborder	transborderaient
transborder	transborderas
transborder	transborderait
transborder	transbordèrent
transborder	transborderiez
transborder	transborderions
transborder	transborderons
transborder	transborderont
transborder	transbordes
transborder	transborderez
transborder	transbordés
transborder	transborderai
transborder	transbordiez
transborder	transbordions
transbordeur	transbordeurs
transcendance	transcendances
transcendant	transcendante
transborder	transbordons
transcendant	transcendantes
transcendantal	transcendantale
transcendantal	transcendantales
transcendantal	transcendantaux
transcendantaliste	transcendantalistes
transcendant	transcendants
transcender	transcendai
transcender	transcenda
transborder	transbordez
transcender	transcendait
transcender	transcendaient
transcender	transcendais
transcender	transcendâmes
transcender	transcendant
transcender	transcendasse
transcender	transcendasses
transcender	transcendassent
transcender	transcendassions
transcender	transcendât
transcender	transcendassiez
transcender	transcendâtes
transcender	transcendas
transcender	transcendée
transcender	transcendées
transcender	transcendent
transcender	transcendera
transcender	transcendé
transcender	transcenderai
transcender	transcenderais
transcender	transcenderaient
transcender	transcenderait
transcender	transcendèrent
transcender	transcenderez
transcender	transcenderiez
transcender	transcende
transcender	transcenderas
transcender	transcenderons
transcender	transcenderions
transcender	transcendés
transcender	transcenderont
transcender	transcendez
transcender	transcendiez
transcender	transcendions
transcender	transcendes
transcender	transcendons
transcoder	transcodai
transcoder	transcodaient
transcoder	transcodais
transcoder	transcodâmes
transcoder	transcoda
transcoder	transcodait
transcoder	transcodasse
transcoder	transcodassent
transcoder	transcodas
transcoder	transcodasses
transcoder	transcodassions
transcoder	transcodant
transcoder	transcodassiez
transcoder	transcodâtes
transcoder	transcodé
transcoder	transcodât
transcoder	transcodées
transcoder	transcodent
transcoder	transcodera
transcoder	transcodée
transcoder	transcoderai
transcoder	transcoderaient
transcoder	transcoderait
transcoder	transcoderas
transcoder	transcoderais
transcoder	transcodèrent
transcoder	transcode
transcoder	transcoderez
transcoder	transcoderions
transcoder	transcoderont
transcoder	transcodes
transcoder	transcoderons
transcoder	transcoderiez
transcoder	transcodiez
transcoder	transcodions
transcoder	transcodez
transcoder	transcodés
transcontinental	transcontinentale
transcommunautaire	transcommunautaires
transcrire	transcrira
transcoder	transcodons
transcription	transcriptions
transcrire	transcriraient
transcrire	transcrirait
transcrire	transcrirais
transcrire	transcrirez
transcrire	transcriras
transcrire	transcririez
transcrire	transcririons
transcrire	transcrirai
transcrire	transcrirons
transcrire	transcriront
transcrire	transcrite
transcrire	transcrites
transcrire	transcrit
transcrire	transcrits
transcrire	transcrivaient
transcrire	transcrivait
transcrire	transcrivais
transcrire	transcrive
transcrire	transcrivant
transcrire	transcrivent
transcrire	transcrivez
transcrire	transcriviez
transcrire	transcrives
transcrire	transcrivîmes
transcrire	transcrivirent
transcrire	transcrivis
transcrire	transcrivions
transcrire	transcrivissent
transcrire	transcris
transcrire	transcrivisses
transcrire	transcrivissiez
transcrire	transcrivissions
transcrire	transcrivit
transcrire	transcrivisse
transcrire	transcrivîtes
transcrire	transcrivît
transducteur	transducteurs
transept	transepts
transcrire	transcrivons
transeuropéen	transeuropéenne
transeuropéen	transeuropéennes
transférable	transférables
transeuropéen	transeuropéens
transfèrement	transfèrements
transférer	transféra
transférer	transférai
transférer	transféraient
transe	transes
transférer	transférais
transférer	transférant
transférer	transférâmes
transférer	transféras
transférer	transférait
transférer	transférassent
transférer	transférasses
transférer	transférassiez
transférer	transférassions
transférer	transférâtes
transférer	transférasse
transférer	transféré
transférer	transférée
transférer	transférées
transférer	transfère
transférer	transférât
transférer	transférerai
transférer	transférera
transférer	transférerais
transférer	transférerait
transférer	transféreraient
transférer	transféreras
transférer	transférèrent
transférer	transférerez
transférer	transféreriez
transférer	transférerions
transférer	transféreront
transférer	transfèrent
transférer	transférerons
transférer	transfères
transférer	transférés
transférer	transférions
transférer	transférons
transféreur	transféreurs
transférer	transfériez
transférer	transférez
transfigurateur	transfiguratrice
transfigurer	transfigura
transfiguration	transfigurations
transfigurer	transfigurai
transfigurer	transfiguraient
transfigurer	transfigurais
transfigurer	transfigurâmes
transfigurer	transfigurant
transfigurer	transfiguras
transfigurer	transfigurait
transfigurer	transfigurasse
transfigurer	transfigurasses
transfigurer	transfigurassent
transfigurer	transfigurassions
transfigurer	transfigurât
transfigurer	transfigurassiez
transfigurer	transfigurâtes
transfigurer	transfiguré
transfert	transferts
transfigurer	transfigure
transfigurer	transfigurent
transfigurer	transfigurées
transfigurer	transfigurerai
transfigurer	transfigureraient
transfigurer	transfigurée
transfigurer	transfigurerais
transfigurer	transfigurerait
transfigurer	transfigurèrent
transfigurer	transfigurera
transfigurer	transfigureras
transfigurer	transfigureriez
transfigurer	transfigurerions
transfigurer	transfigurerons
transfigurer	transfigures
transfigurer	transfigurerez
transfigurer	transfigureront
transfigurer	transfiguriez
transfigurer	transfigurez
transfigurer	transfigurions
transfiler	transfilaient
transfigurer	transfigurés
transfigurer	transfigurons
transfiler	transfilée
transformable	transformables
transformateur	transformateurs
transformateur	transformatrices
transformateur	transformatrice
transformation	transformations
transformationnel	transformationnelle
transformationnel	transformationnelles
transformé	transformée
transformationnel	transformationnels
transfo	transfos
transformé	transformés
transformer	transformaient
transformer	transformai
transformer	transformais
transformer	transformâmes
transformer	transformant
transformer	transformas
transformer	transformait
transformer	transformassent
transformer	transformasses
transformer	transformassiez
transformer	transforma
transformer	transformassions
transformer	transformâtes
transformer	transformât
transformer	transformasse
transformer	transformée
transformer	transformées
transformer	transforment
transformer	transformera
transformer	transformerai
transformer	transformeraient
transformer	transformerais
transformer	transforme
transformer	transformé
transformer	transformeras
transformer	transformerait
transformer	transformèrent
transformer	transformeriez
transformer	transformerions
transformer	transformeront
transformer	transformerons
transformer	transformés
transformer	transformerez
transformer	transformez
transformer	transformes
transformer	transformiez
transformer	transformions
transfrontalier	transfrontalière
transfrontalier	transfrontalières
transfrontalier	transfrontaliers
transfuge	transfuges
transfrontière	transfrontières
transfuser	transfusa
transfusé	transfusée
transformer	transformons
transfuser	transfusais
transfuser	transfusaient
transfuser	transfusai
transfuser	transfusait
transfuser	transfusâmes
transfuser	transfusas
transfuser	transfusant
transfuser	transfusassent
transfuser	transfusasses
transfuser	transfusassiez
transfuser	transfusassions
transfuser	transfusât
transfuser	transfusâtes
transfuser	transfusé
transfuser	transfusasse
transfuser	transfusée
transfuser	transfusées
transfuser	transfuse
transfuser	transfusera
transfuser	transfuseraient
transfuser	transfuserais
transfuser	transfuserait
transfuser	transfusent
transfuser	transfuseras
transfuser	transfusèrent
transfuser	transfuserez
transfuser	transfuseriez
transfuser	transfuserions
transfuser	transfuserai
transfuser	transfuserons
transfuser	transfuseront
transfuser	transfusés
transfuser	transfusiez
transfuser	transfuses
transfuser	transfusions
transfusion	transfusions
transfusionnel	transfusionnelle
transfusionnel	transfusionnelles
transfuser	transfusons
transgénique	transgéniques
transfusionnel	transfusionnels
transgresser	transgressai
transfuser	transfusez
transgresser	transgressaient
transgresser	transgressait
transgresser	transgressais
transgresser	transgressâmes
transgresser	transgressas
transgresser	transgressant
transgresser	transgressasse
transgresser	transgressasses
transgresser	transgressassent
transgresser	transgressassions
transgresser	transgressât
transgresser	transgressassiez
transgresser	transgressâtes
transgresser	transgressé
transgresser	transgressée
transgresser	transgresse
transgresser	transgressées
transgresser	transgressent
transgresser	transgresserai
transgresser	transgresseraient
transgresser	transgresserais
transgresser	transgressa
transgresser	transgressera
transgresser	transgresserait
transgresser	transgressèrent
transgresser	transgresseras
transgresser	transgresseriez
transgresser	transgresserions
transgresser	transgresserez
transgresser	transgresserons
transgresser	transgressés
transgresser	transgresses
transgresser	transgresseront
transgresser	transgressions
transgresser	transgressiez
transgression	transgressions
transhumance	transhumances
transgresser	transgressez
transgresser	transgressons
transhumant	transhumants
transhumant	transhumantes
transhumer	transhumai
transhumer	transhumaient
transhumer	transhumait
transhumer	transhumâmes
transhumer	transhumant
transhumer	transhumais
transhumer	transhumasse
transhumer	transhumassent
transhumer	transhuma
transhumer	transhumasses
transhumer	transhumassions
transhumer	transhumassiez
transhumer	transhumâtes
transhumer	transhume
transhumer	transhumas
transhumer	transhumé
transhumer	transhumée
transhumer	transhumées
transhumer	transhumera
transhumer	transhument
transhumer	transhumerai
transhumer	transhumerais
transhumer	transhumerait
transhumer	transhumeras
transhumer	transhumèrent
transhumer	transhumeriez
transhumer	transhumerions
transhumer	transhumât
transhumer	transhumerons
transhumer	transhumeraient
transhumer	transhumerez
transhumer	transhumeront
transhumer	transhumez
transhumer	transhumés
transhumer	transhumions
transhumer	transhumiez
transi	transie
transhumer	transhumes
transi	transis
transhumer	transhumons
transiger	transigé
transiger	transige
transiger	transigea
transiger	transigeai
transiger	transigeaient
transiger	transigeait
transiger	transigeais
transiger	transigeâmes
transiger	transigeas
transiger	transigeant
transiger	transigeasse
transiger	transigeasses
transiger	transigeassent
transiger	transigeassions
transiger	transigeât
transiger	transigeassiez
transi	transies
transiger	transigent
transiger	transigeons
transiger	transigeâtes
transiger	transigeraient
transiger	transigera
transiger	transigerais
transiger	transigeras
transiger	transigerai
transiger	transigèrent
transiger	transigeriez
transiger	transigerez
transiger	transigerait
transiger	transigeront
transiger	transigerions
transiger	transigez
transiger	transiges
transiger	transigiez
transir	transi
transiger	transigions
transir	transie
transiger	transigerons
transir	transies
transir	transîmes
transir	transiraient
transir	transira
transir	transirais
transir	transirai
transir	transirait
transir	transirent
transir	transirez
transir	transiriez
transir	transirions
transir	transiront
transir	transirons
transir	transissaient
transir	transissais
transir	transiras
transir	transissait
transir	transissant
transir	transissent
transir	transisse
transir	transisses
transir	transissiez
transir	transissions
transir	transissons
transir	transissez
transir	transit
transir	transît
transir	transîtes
transistorisé	transistorisées
transistorisé	transistorisés
transistoriser	transistorisés
transit	transits
transistor	transistors
transitaire	transitaires
transiter	transitai
transir	transis
transiter	transita
transiter	transitaient
transiter	transitait
transiter	transitâmes
transiter	transitais
transiter	transitasse
transiter	transitassent
transiter	transitasses
transiter	transitassiez
transiter	transitassions
transiter	transitât
transiter	transitâtes
transiter	transite
transiter	transitas
transiter	transitant
transiter	transitées
transiter	transitée
transiter	transité
transiter	transitera
transiter	transiterai
transiter	transiterais
transiter	transitent
transiter	transiteraient
transiter	transitèrent
transiter	transiterez
transiter	transiterait
transiter	transiterions
transiter	transiteras
transiter	transiteriez
transiter	transiterons
transiter	transités
transiter	transiteront
transiter	transitez
transiter	transitiez
transiter	transitions
transitif	transitifs
transiter	transites
transiter	transitons
transitif	transitives
transition	transitions
transitionnel	transitionnelle
transitoire	transitoires
translation	translations
transitif	transitive
translater	translates
transmetteur	transmetteurs
translucide	translucides
transmettre	transmettaient
transmettre	transmettais
transmettre	transmettait
transmettre	transmet
transmettre	transmettant
transmettre	transmettent
transmettre	transmettes
transmettre	transmettez
transmettre	transmettiez
transmettre	transmets
transmettre	transmettions
transmettre	transmettra
transmettre	transmettons
transmettre	transmettraient
transmettre	transmettrais
transmettre	transmettrait
transmettre	transmettrai
transmettre	transmettrez
transmettre	transmettras
transmettre	transmettriez
transmettre	transmettrions
transmettre	transmettrons
transmettre	transmette
transmettre	transmettront
transmettre	transmîmes
transmettre	transmise
transmettre	transmirent
transmettre	transmises
transmettre	transmissent
transmettre	transmis
transmettre	transmisse
transmettre	transmisses
transmettre	transmit
transmettre	transmissions
transmettre	transmissiez
transmigrer	transmigra
transmettre	transmîtes
transmigrer	transmigraient
transmigrer	transmigrais
transmigrer	transmigrai
transmigrer	transmigrait
transmigrer	transmigrâmes
transmigrer	transmigrant
transmigrer	transmigrasse
transmettre	transmît
transmigrer	transmigrassent
transmigrer	transmigrassiez
transmigrer	transmigrasses
transmigrer	transmigrassions
transmigrer	transmigrâtes
transmigrer	transmigras
transmigrer	transmigrât
transmigrer	transmigrent
transmigrer	transmigrera
transmigrer	transmigrerai
transmigrer	transmigré
transmigrer	transmigreraient
transmigrer	transmigrerais
transmigrer	transmigreras
transmigrer	transmigrerait
transmigrer	transmigrèrent
transmigrer	transmigreriez
transmigrer	transmigrerez
transmigrer	transmigrerions
transmigrer	transmigreront
transmigrer	transmigre
transmigrer	transmigres
transmigrer	transmigriez
transmigrer	transmigrerons
transmigrer	transmigrez
transmigrer	transmigrions
transmis	transmises
transmis	transmise
transmigrer	transmigrons
transmuer	transmua
transmissible	transmissibles
transmission	transmissions
transmuer	transmuai
transmuer	transmuaient
transmuer	transmuais
transmuer	transmuâmes
transmuer	transmuas
transmuer	transmuait
transmuer	transmuasse
transmuer	transmuasses
transmuer	transmuassent
transmuer	transmuassions
transmuer	transmuât
transmuer	transmuant
transmuer	transmuassiez
transmuer	transmuâtes
transmuer	transmuée
transmuer	transmuées
transmuer	transmue
transmuer	transmué
transmuer	transmuera
transmuer	transmueraient
transmuer	transmuent
transmuer	transmuerai
transmuer	transmuerais
transmuer	transmuèrent
transmuer	transmuerait
transmuer	transmueriez
transmuer	transmuerions
transmuer	transmuerons
transmuer	transmueras
transmuer	transmueront
transmuer	transmués
transmuer	transmuerez
transmuer	transmues
transmuer	transmuiez
transmuer	transmuons
transmuer	transmuions
transmutation	transmutations
transmuter	transmutant
transmuter	transmute
transmuter	transmutait
transmuter	transmutent
transnational	transnationale
transmuer	transmuez
transnational	transnationales
transnucléaire	transnucléaires
transmuter	transmuté
transocéanique	transocéaniques
transparaître	transparaissaient
transparaître	transparaissais
transnational	transnationaux
transparaître	transparaissait
transparaître	transparaisse
transparaître	transparaissant
transparaître	transparaisses
transparaître	transparaissent
transparaître	transparaissez
transparaître	transparaissiez
transparaître	transparaissions
transparaître	transparaissons
transparaître	transparaîtra
transparaître	transparaîtrai
transparaître	transparaîtraient
transparaître	transparaîtrais
transparaître	transparaîtrait
